Time,Activity,Messwert,TestPersonID
1.0,still,-0.00035262,tp01
2.0,still, 0.00010197,tp01
3.0,still, 0.00012578,tp01
4.0,still,-0.00021428,tp01
5.0,still,-0.00045845,tp01
6.0,still, 0.00017951,tp01
7.0,still, 0.00074748,tp01
8.0,still, 0.00030737,tp01
9.0,still, 0.0002372,tp01
10.0,still,-0.00013488,tp01
11.0,still,-0.0011982,tp01
12.0,still, 0.00023822,tp01
13.0,still, -4.28841449e-05,tp01
14.0,still,-0.00031985,tp01
15.0,still,-0.00016861,tp01
16.0,still, 0.00049539,tp01
17.0,still,-0.00018329,tp01
18.0,still,-0.00127606,tp01
19.0,still,-0.00132269,tp01
20.0,still,-0.00085352,tp01
21.0,still,-0.00123934,tp01
22.0,still,-0.00064999,tp01
23.0,still,-0.00131123,tp01
24.0,still,-0.00138705,tp01
25.0,still,-0.00188569,tp01
26.0,still,-0.00228592,tp01
27.0,still,-0.0015895,tp01
28.0,still,-0.00220571,tp01
29.0,still,-0.0025097,tp01
30.0,still,-0.00205163,tp01
31.0,still,-0.00178183,tp01
32.0,still,-0.00236399,tp01
33.0,still,-0.00245266,tp01
34.0,still,-0.00229741,tp01
35.0,still,-0.00259859,tp01
36.0,still,-0.00225891,tp01
37.0,still,-0.0022572,tp01
38.0,still,-0.00255819,tp01
39.0,still,-0.00227892,tp01
40.0,still,-0.00179146,tp01
41.0,still,-0.00267413,tp01
42.0,still,-0.00281652,tp01
43.0,still,-0.00283534,tp01
44.0,still,-0.00239918,tp01
45.0,still,-0.00236298,tp01
46.0,still,-0.00287232,tp01
47.0,still,-0.00288917,tp01
48.0,still,-0.00290547,tp01
49.0,still,-0.00264857,tp01
50.0,still,-0.00291014,tp01
51.0,still,-0.00244053,tp01
52.0,still,-0.00294691,tp01
53.0,still,-0.00253675,tp01
54.0,still,-0.00316229,tp01
55.0,still,-0.00299069,tp01
56.0,still,-0.00266982,tp01
57.0,still,-0.00277747,tp01
58.0,still,-0.00291353,tp01
59.0,still,-0.00222938,tp01
60.0,still,-0.00246381,tp01
61.0,essen,-0.00224015,tp01
62.0,essen,-0.00241333,tp01
63.0,essen,-0.00294721,tp01
64.0,essen,-0.0027459,tp01
65.0,essen,-0.00351661,tp01
66.0,essen,-0.00327596,tp01
67.0,essen,-0.00355345,tp01
68.0,essen,-0.00349327,tp01
69.0,essen,-0.00382739,tp01
70.0,essen,-0.00424706,tp01
71.0,essen,-0.00438746,tp01
72.0,essen,-0.00443445,tp01
73.0,essen,-0.00414705,tp01
74.0,essen,-0.003924,tp01
75.0,essen,-0.00379469,tp01
76.0,essen,-0.00306101,tp01
77.0,essen,-0.0022772,tp01
78.0,essen,-0.00171672,tp01
79.0,essen,-0.00155809,tp01
80.0,essen,-0.0010987,tp01
81.0,essen,-0.0012518,tp01
82.0,essen,-0.00052402,tp01
83.0,essen,-0.00044303,tp01
84.0,essen, -6.02602959e-05,tp01
85.0,essen, 0.00065011,tp01
86.0,essen, 0.00134996,tp01
87.0,essen, 0.00143353,tp01
88.0,essen, 0.00251536,tp01
89.0,essen, 0.00270253,tp01
90.0,essen, 0.0035228,tp01
91.0,essen, 0.0043912,tp01
92.0,essen, 0.00518578,tp01
93.0,essen, 0.00627104,tp01
94.0,essen, 0.00785462,tp01
95.0,essen, 0.00926261,tp01
96.0,essen, 0.01055801,tp01
97.0,essen, 0.01043976,tp01
98.0,essen, 0.01147323,tp01
99.0,essen, 0.01403517,tp01
100.0,essen, 0.01207463,tp01
101.0,essen, 0.01523073,tp01
102.0,essen, 0.01327994,tp01
103.0,essen, 0.0136586,tp01
104.0,essen, 0.01321232,tp01
105.0,essen, 0.01046894,tp01
106.0,essen, 0.01227832,tp01
107.0,essen, 0.01081848,tp01
