Time,Activity,Messwert,TestPersonID
1.0,undef, 0.00576361,tp10
2.0,undef, 0.00981545,tp10
3.0,undef, 0.01153472,tp10
4.0,undef, 0.01059201,tp10
5.0,undef, 0.00760214,tp10
6.0,undef, 0.01086533,tp10
7.0,undef, 0.01286767,tp10
8.0,undef, 0.01280957,tp10
9.0,undef, 0.00917644,tp10
10.0,undef, 0.00653478,tp10
11.0,undef, 0.00962623,tp10
12.0,undef, 0.01167152,tp10
13.0,undef, 0.00502185,tp10
14.0,undef, 0.00598191,tp10
15.0,undef, 0.00886592,tp10
16.0,undef, 0.0075868,tp10
17.0,undef, 0.01150566,tp10
18.0,undef, 0.00512681,tp10
19.0,undef, 0.00677781,tp10
20.0,undef, 0.0079494,tp10
21.0,undef, 0.00940583,tp10
22.0,undef, 0.00459959,tp10
23.0,undef, 0.01013263,tp10
24.0,undef, 0.00743457,tp10
25.0,undef, 0.00571442,tp10
26.0,undef, 0.00517006,tp10
27.0,undef, 0.01041899,tp10
28.0,undef, 0.00223066,tp10
29.0,undef, 0.00812728,tp10
30.0,undef, 0.00930158,tp10
31.0,undef, 0.01009409,tp10
32.0,undef, 0.00996508,tp10
33.0,undef, 0.009746,tp10
34.0,undef, 0.01095283,tp10
35.0,undef, 0.00844504,tp10
36.0,undef, 0.00797251,tp10
37.0,undef, 0.00823308,tp10
38.0,undef, 0.0073681,tp10
39.0,undef, 0.00472778,tp10
40.0,undef, 0.01290986,tp10
41.0,undef, 0.0067631,tp10
42.0,undef, 0.01149008,tp10
43.0,undef, 0.01420759,tp10
44.0,undef, 0.01230945,tp10
45.0,undef, 0.00883238,tp10
46.0,undef, 0.00610219,tp10
47.0,undef, 0.00407792,tp10
48.0,undef, 0.00717208,tp10
49.0,undef, 0.00725132,tp10
50.0,undef, 0.00760123,tp10
51.0,undef, 0.00328014,tp10
52.0,undef, 0.00883697,tp10
53.0,undef, 0.00461756,tp10
54.0,undef, 0.00345864,tp10
55.0,undef, 0.00576971,tp10
56.0,undef, 0.01189331,tp10
57.0,undef, 0.00377904,tp10
58.0,undef, 0.00768856,tp10
59.0,undef, 0.00099801,tp10
60.0,undef, 0.00149415,tp10
61.0,undef, 0.00428505,tp10
62.0,undef, 0.0060348,tp10
63.0,undef,-0.00084488,tp10
64.0,undef, 0.00564476,tp10
65.0,undef,-0.00026034,tp10
66.0,undef,-0.00020187,tp10
67.0,undef, 0.00370289,tp10
68.0,undef, 0.00449031,tp10
69.0,undef,-0.00167129,tp10
70.0,undef,-0.00153218,tp10
71.0,undef,-0.00121319,tp10
72.0,undef, 0.00049468,tp10
73.0,undef, 0.00408582,tp10
74.0,undef, 0.00017178,tp10
75.0,undef, 0.00243434,tp10
76.0,undef, 0.00581447,tp10
77.0,undef,-0.00442672,tp10
78.0,undef,-0.003551,tp10
79.0,undef,-0.0014155,tp10
80.0,undef,-0.00794457,tp10
81.0,undef, 0.00228404,tp10
82.0,undef,-0.0047532,tp10
83.0,undef,-0.00493124,tp10
84.0,undef,-0.00419736,tp10
85.0,undef,-0.00129276,tp10
86.0,undef,-0.00206581,tp10
87.0,undef,-0.00206996,tp10
88.0,undef, 0.00065249,tp10
89.0,undef,-0.00935768,tp10
90.0,undef,-0.00234678,tp10
91.0,undef,-0.00392057,tp10
92.0,undef,-0.01116578,tp10
93.0,undef,-0.0045202,tp10
94.0,undef,-0.00212189,tp10
95.0,undef,-0.00418131,tp10
96.0,undef,-0.00584648,tp10
97.0,undef,-0.00433613,tp10
98.0,undef,-0.00299897,tp10
99.0,undef,-0.00201436,tp10
100.0,undef,-0.00610284,tp10
101.0,undef,-0.00894914,tp10
102.0,undef,-0.00490653,tp10
103.0,undef,-0.00358856,tp10
104.0,undef, 0.00261779,tp10
105.0,undef,-0.00417195,tp10
106.0,undef,-0.0021675,tp10
107.0,undef,-0.00503906,tp10
108.0,undef,-0.00383897,tp10
109.0,undef,-0.01028979,tp10
110.0,undef, 0.00037969,tp10
111.0,undef,-0.00558681,tp10
