Time,Activity,Messwert,TestPersonID
1.0,essen, 0.00355961,tp16
2.0,essen, 0.0027181,tp16
3.0,essen, 0.00291861,tp16
4.0,essen, 0.0045093,tp16
5.0,essen, 0.002956,tp16
6.0,essen, 0.00303071,tp16
7.0,essen, 0.00510329,tp16
8.0,essen, 0.00505467,tp16
9.0,essen, 0.00512738,tp16
10.0,essen, 0.00398677,tp16
11.0,essen, 0.0036501,tp16
12.0,essen, 0.00613517,tp16
13.0,essen, 0.00688667,tp16
14.0,essen, 0.00596028,tp16
15.0,essen, 0.0061071,tp16
16.0,essen, 0.00628138,tp16
17.0,essen, 0.00651301,tp16
18.0,essen, 0.00619526,tp16
19.0,essen, 0.00718408,tp16
20.0,essen, 0.00531009,tp16
21.0,essen, 0.0037963,tp16
22.0,essen, 0.00309195,tp16
23.0,essen, 0.00267025,tp16
24.0,essen, 0.00110335,tp16
25.0,essen, 0.00171012,tp16
26.0,essen, 0.00082347,tp16
27.0,essen, 0.00064648,tp16
28.0,essen,-0.00116376,tp16
29.0,essen, 0.00011227,tp16
30.0,essen,-0.00135679,tp16
31.0,essen,-0.00022925,tp16
32.0,essen,-0.00132961,tp16
33.0,essen,-0.00059609,tp16
34.0,essen,-0.00038827,tp16
35.0,essen,-0.0016375,tp16
36.0,essen,-0.00177766,tp16
37.0,essen,-0.00161264,tp16
38.0,essen,-0.00223747,tp16
39.0,essen,-0.00109591,tp16
40.0,essen,-0.00248528,tp16
41.0,essen,-0.00088531,tp16
42.0,essen,-0.00164127,tp16
43.0,essen,-0.00162863,tp16
44.0,essen,-0.00219156,tp16
45.0,essen,-0.00050433,tp16
46.0,essen,-0.00208314,tp16
47.0,essen,-0.00203302,tp16
48.0,essen,-0.00189253,tp16
49.0,essen,-0.00372291,tp16
50.0,essen,-0.00240585,tp16
51.0,essen,-0.00244077,tp16
52.0,essen,-0.00350484,tp16
53.0,essen,-0.00361383,tp16
54.0,essen,-0.00290292,tp16
55.0,essen,-0.00353502,tp16
56.0,essen,-0.0023096,tp16
57.0,essen,-0.00370709,tp16
58.0,essen,-0.00341755,tp16
59.0,essen,-0.0051009,tp16
60.0,essen,-0.00451731,tp16
61.0,essen,-0.00385093,tp16
62.0,essen,-0.0025275,tp16
63.0,essen,-0.00307108,tp16
64.0,essen,-0.00254611,tp16
65.0,essen,-0.00218004,tp16
66.0,essen,-0.00033478,tp16
67.0,essen,-0.00039475,tp16
68.0,essen, 0.00100024,tp16
69.0,essen, 0.00216257,tp16
70.0,essen, 0.00403459,tp16
71.0,essen, 0.00400051,tp16
72.0,essen, 0.00457235,tp16
73.0,essen, 0.00513529,tp16
74.0,essen, 0.00541676,tp16
75.0,essen, 0.00399712,tp16
76.0,essen, 0.00238588,tp16
77.0,essen,-0.00065597,tp16
78.0,essen,-0.00138109,tp16
79.0,essen,-0.00397354,tp16
80.0,essen,-0.00474018,tp16
81.0,essen,-0.0064038,tp16
82.0,essen,-0.0043466,tp16
83.0,essen,-0.00425788,tp16
84.0,essen,-0.00565433,tp16
85.0,essen,-0.00496976,tp16
