Time,Activity,Messwert,TestPersonID
1.0,still, 0.00779242,tp02
2.0,still, 0.00828832,tp02
3.0,still, 0.0072614,tp02
4.0,still, 0.00749077,tp02
5.0,still, 0.00711011,tp02
6.0,still, 0.00803685,tp02
7.0,still, 0.00698008,tp02
8.0,still, 0.00696803,tp02
9.0,still, 0.0069251,tp02
10.0,still, 0.0070941,tp02
11.0,still, 0.00692663,tp02
12.0,still, 0.00642765,tp02
13.0,still, 0.00566267,tp02
14.0,still, 0.00605944,tp02
15.0,still, 0.00672234,tp02
16.0,still, 0.00646599,tp02
17.0,still, 0.0050616,tp02
18.0,still, 0.00564631,tp02
19.0,still, 0.00537362,tp02
20.0,still, 0.00598284,tp02
21.0,still, 0.00515871,tp02
22.0,still, 0.00455817,tp02
23.0,still, 0.00475357,tp02
24.0,still, 0.00509705,tp02
25.0,still, 0.00458673,tp02
26.0,still, 0.00508307,tp02
27.0,still, 0.00472336,tp02
28.0,still, 0.00500458,tp02
29.0,still, 0.00434204,tp02
30.0,still, 0.00435521,tp02
31.0,still, 0.00379216,tp02
32.0,still, 0.00423662,tp02
33.0,still, 0.00412882,tp02
34.0,still, 0.00371924,tp02
35.0,still, 0.00425433,tp02
36.0,still, 0.00366028,tp02
37.0,still, 0.00322602,tp02
38.0,still, 0.00325218,tp02
39.0,still, 0.00303527,tp02
40.0,still, 0.00273034,tp02
41.0,still, 0.00221754,tp02
42.0,still, 0.00165146,tp02
43.0,still, 0.00224464,tp02
44.0,still, 0.00155656,tp02
45.0,still, 0.00196896,tp02
46.0,still, 0.00143602,tp02
47.0,still, 0.0011531,tp02
48.0,still, 0.00175269,tp02
49.0,still, 0.00155567,tp02
50.0,still, 0.00111904,tp02
51.0,still, 0.00105222,tp02
52.0,still, 0.00047129,tp02
53.0,still, 0.00041383,tp02
54.0,still, 0.00035716,tp02
55.0,still, 0.00033158,tp02
56.0,still, 0.00054868,tp02
57.0,still, 0.00015669,tp02
58.0,still,  7.33565539e-05,tp02
59.0,still,-0.00031168,tp02
60.0,still,-0.00029722,tp02
61.0,still, 0.0007773,tp02
62.0,still,-0.00040571,tp02
63.0,still,-0.00060192,tp02
64.0,still,-0.00091635,tp02
65.0,still,-0.00046875,tp02
66.0,still,-0.00023973,tp02
67.0,still,-0.00071077,tp02
68.0,still,-0.00020545,tp02
69.0,still,-0.00049514,tp02
70.0,still,-0.00065935,tp02
71.0,still,-0.00021522,tp02
72.0,still,-0.00086813,tp02
73.0,still,-0.00132959,tp02
74.0,still,-0.00087535,tp02
75.0,still,-0.001185,tp02
76.0,still,-0.00085383,tp02
77.0,still,-0.00170884,tp02
78.0,still,-0.00103647,tp02
79.0,still,-0.00094943,tp02
80.0,still,-0.00086356,tp02
81.0,still,-0.00165735,tp02
82.0,still,-0.00059144,tp02
83.0,still,-0.00063167,tp02
84.0,still,-0.00151943,tp02
85.0,still,-0.00139432,tp02
86.0,still,-0.00142236,tp02
87.0,still,-0.00172247,tp02
88.0,still,-0.00101832,tp02
89.0,still,-0.00162699,tp02
90.0,still,-0.00183274,tp02
91.0,still,-0.00094473,tp02
92.0,still,-0.00125108,tp02
93.0,still,-0.00118928,tp02
94.0,still,-0.00158264,tp02
95.0,still,-0.00130362,tp02
96.0,still,-0.00157382,tp02
97.0,still,-0.00144607,tp02
98.0,still,-0.00222882,tp02
99.0,still,-0.00178812,tp02
100.0,still,-0.00238365,tp02
101.0,still,-0.0032125,tp02
102.0,still,-0.0024839,tp02
103.0,still,-0.00243218,tp02
104.0,still,-0.00265359,tp02
105.0,still,-0.00244735,tp02
106.0,still,-0.00281944,tp02
107.0,still,-0.00312517,tp02
108.0,still,-0.00333518,tp02
109.0,still,-0.00305707,tp02
110.0,still,-0.00314621,tp02
111.0,still,-0.00305196,tp02
112.0,still,-0.00280729,tp02
113.0,still,-0.00305059,tp02
114.0,still,-0.00307794,tp02
115.0,still,-0.00383157,tp02
116.0,still,-0.00327113,tp02
117.0,still,-0.00335471,tp02
118.0,still,-0.00334582,tp02
119.0,still,-0.00394254,tp02
120.0,still,-0.00395451,tp02
121.0,still,-0.00366295,tp02
122.0,still,-0.00355702,tp02
123.0,still,-0.00317964,tp02
124.0,still,-0.00335272,tp02
125.0,still,-0.002705,tp02
126.0,still,-0.00358113,tp02
127.0,still,-0.00335346,tp02
128.0,still,-0.00370433,tp02
129.0,still,-0.00365583,tp02
130.0,still,-0.00272917,tp02
131.0,still,-0.00381513,tp02
132.0,still,-0.00327922,tp02
133.0,still,-0.00456837,tp02
134.0,still,-0.00341468,tp02
135.0,still,-0.00361045,tp02
136.0,still,-0.00362119,tp02
137.0,still,-0.00357079,tp02
138.0,still,-0.00349045,tp02
139.0,still,-0.0035018,tp02
140.0,still,-0.00351259,tp02
141.0,still,-0.00355313,tp02
142.0,still,-0.00341094,tp02
143.0,still,-0.00278579,tp02
144.0,still,-0.00341152,tp02
145.0,still,-0.00381562,tp02
146.0,still,-0.00333489,tp02
147.0,still,-0.00364847,tp02
148.0,still,-0.00326032,tp02
149.0,still,-0.00308956,tp02
150.0,still,-0.00313302,tp02
151.0,still,-0.00350873,tp02
152.0,still,-0.0023639,tp02
153.0,still,-0.00338641,tp02
154.0,still,-0.00339387,tp02
155.0,still,-0.00309793,tp02
156.0,still,-0.00332097,tp02
157.0,still,-0.00360095,tp02
158.0,still,-0.00390672,tp02
159.0,still,-0.0036926,tp02
160.0,still,-0.00284508,tp02
161.0,still,-0.00213088,tp02
162.0,still,-0.00275982,tp02
163.0,still,-0.00328833,tp02
164.0,still,-0.00326346,tp02
165.0,still,-0.00369297,tp02
166.0,still,-0.00302525,tp02
167.0,still,-0.00448748,tp02
168.0,still,-0.00447369,tp02
169.0,still,-0.0040961,tp02
170.0,still,-0.00308748,tp02
171.0,still,-0.00372915,tp02
172.0,still,-0.00372483,tp02
173.0,still,-0.00335666,tp02
174.0,still,-0.0039326,tp02
175.0,still,-0.00425731,tp02
176.0,still,-0.00348626,tp02
177.0,still,-0.00439224,tp02
178.0,still,-0.00425449,tp02
179.0,still,-0.00445151,tp02
180.0,still,-0.0048269,tp02
181.0,still,-0.00410573,tp02
182.0,still,-0.00384909,tp02
183.0,still,-0.00420166,tp02
184.0,still,-0.00448801,tp02
185.0,still,-0.00370942,tp02
186.0,still,-0.00421415,tp02
187.0,still,-0.00386282,tp02
188.0,still,-0.00430383,tp02
189.0,still,-0.00388971,tp02
190.0,still,-0.00339037,tp02
191.0,still,-0.00404912,tp02
192.0,still,-0.00403131,tp02
193.0,still,-0.00380127,tp02
194.0,still,-0.00348333,tp02
195.0,still,-0.00383611,tp02
196.0,still,-0.00403183,tp02
197.0,still,-0.00367897,tp02
198.0,still,-0.00366411,tp02
199.0,still,-0.0039217,tp02
200.0,still,-0.00314514,tp02
201.0,still,-0.00374281,tp02
202.0,still,-0.00369515,tp02
203.0,still,-0.00367807,tp02
204.0,still,-0.00360027,tp02
205.0,still,-0.00403818,tp02
206.0,still,-0.00322723,tp02
207.0,still,-0.00333662,tp02
208.0,still,-0.00338346,tp02
209.0,still,-0.00339895,tp02
210.0,still,-0.00359559,tp02
211.0,still,-0.00381924,tp02
212.0,still,-0.00261545,tp02
213.0,still,-0.0029134,tp02
214.0,still,-0.00278255,tp02
215.0,still,-0.00253216,tp02
216.0,still,-0.00295161,tp02
217.0,still,-0.00360691,tp02
218.0,still,-0.0025558,tp02
219.0,still,-0.00267099,tp02
220.0,still,-0.00263272,tp02
221.0,still,-0.00280678,tp02
222.0,still,-0.00273564,tp02
223.0,still,-0.00245319,tp02
224.0,still,-0.00262902,tp02
225.0,still,-0.00216584,tp02
226.0,still,-0.00276947,tp02
227.0,still,-0.00194017,tp02
228.0,still,-0.00248602,tp02
229.0,still,-0.0016907,tp02
230.0,still,-0.00184596,tp02
231.0,still,-0.00233195,tp02
232.0,still,-0.00187148,tp02
233.0,still,-0.00259897,tp02
234.0,still,-0.00270964,tp02
235.0,still,-0.00221254,tp02
236.0,still,-0.00254041,tp02
237.0,still,-0.00286317,tp02
238.0,still,-0.00284766,tp02
239.0,still,-0.0031047,tp02
240.0,still,-0.00287295,tp02
241.0,undef,-0.00252312,tp02
242.0,undef,-0.00305664,tp02
243.0,undef,-0.00309731,tp02
244.0,undef,-0.00262206,tp02
245.0,undef,-0.00288054,tp02
246.0,undef,-0.00286227,tp02
247.0,undef,-0.00251075,tp02
248.0,undef,-0.00289113,tp02
249.0,undef,-0.00311415,tp02
250.0,undef,-0.00297004,tp02
251.0,undef,-0.00325182,tp02
252.0,undef,-0.00255974,tp02
253.0,undef,-0.00263487,tp02
254.0,undef,-0.00270861,tp02
255.0,undef,-0.00235688,tp02
256.0,undef,-0.00291883,tp02
257.0,undef,-0.00229081,tp02
