Time,Activity,Messwert,TestPersonID
1.0,essen, 0.00834117,tp07
2.0,essen, 0.01100819,tp07
3.0,essen, 0.01112054,tp07
4.0,essen, 0.00783727,tp07
5.0,essen, 0.00720656,tp07
6.0,essen, 0.0051909,tp07
7.0,essen, 0.00244699,tp07
8.0,essen,-0.00074151,tp07
9.0,essen,-0.00094469,tp07
10.0,essen,-0.00053894,tp07
11.0,essen,-0.00113874,tp07
12.0,essen,-0.00063907,tp07
13.0,essen, 0.0015194,tp07
14.0,essen, 0.00188902,tp07
15.0,essen, 0.00195007,tp07
16.0,essen, 0.00276731,tp07
17.0,essen, 0.00166383,tp07
18.0,essen, 0.00269685,tp07
19.0,essen,-0.0007083,tp07
20.0,essen,-0.00236693,tp07
21.0,essen,-0.003698,tp07
22.0,essen,-0.00770512,tp07
23.0,essen,-0.00792651,tp07
24.0,essen,-0.00514484,tp07
25.0,essen,-0.00194913,tp07
26.0,essen, 0.0068342,tp07
27.0,essen, 0.01348835,tp07
28.0,essen, 0.0144694,tp07
29.0,essen, 0.01734287,tp07
30.0,essen, 0.01926343,tp07
31.0,essen, 0.01842733,tp07
32.0,essen, 0.01950995,tp07
33.0,essen, 0.01963546,tp07
34.0,essen, 0.01830296,tp07
35.0,essen, 0.01753331,tp07
36.0,essen, 0.01568255,tp07
37.0,essen, 0.01537191,tp07
38.0,essen, 0.01242873,tp07
39.0,essen, 0.0101636,tp07
40.0,essen, 0.0062343,tp07
41.0,essen, 0.00084747,tp07
42.0,essen,-0.00152188,tp07
43.0,essen,-0.0032201,tp07
44.0,essen,-0.006862,tp07
45.0,essen,-0.01147955,tp07
46.0,essen,-0.00915159,tp07
47.0,essen,-0.012673,tp07
48.0,essen,-0.01123388,tp07
49.0,essen,-0.00869388,tp07
50.0,essen,-0.0109159,tp07
51.0,essen,-0.00931751,tp07
52.0,essen,-0.00549996,tp07
53.0,essen,-0.00507011,tp07
54.0,essen,-0.00249527,tp07
55.0,essen, 0.00070842,tp07
56.0,essen, 0.00256236,tp07
57.0,essen,  2.66497955e-05,tp07
58.0,essen, 0.00064834,tp07
59.0,essen,-0.00049614,tp07
60.0,essen, -4.85340133e-05,tp07
61.0,essen,-0.00100095,tp07
62.0,essen, 0.00015091,tp07
63.0,essen,-0.00231897,tp07
64.0,essen,-0.00241977,tp07
65.0,essen,-0.00333672,tp07
66.0,essen,-0.00690555,tp07
67.0,essen,-0.00914888,tp07
68.0,essen,-0.00639028,tp07
69.0,essen,-0.01075996,tp07
70.0,essen,-0.01173207,tp07
71.0,essen,-0.01032579,tp07
72.0,essen,-0.0100296,tp07
73.0,essen,-0.00979725,tp07
74.0,essen,-0.00647742,tp07
75.0,essen,-0.00653787,tp07
76.0,essen,-0.00311309,tp07
77.0,essen, 0.00150367,tp07
78.0,essen, 0.00299285,tp07
79.0,essen, 0.0048839,tp07
80.0,essen, 0.00874592,tp07
81.0,essen, 0.00564353,tp07
82.0,essen, 0.00291936,tp07
83.0,essen, 0.00029551,tp07
84.0,essen,-0.0022898,tp07
85.0,essen, 0.00094901,tp07
86.0,essen, 0.00386746,tp07
87.0,essen, 0.00313778,tp07
88.0,essen, 0.00129767,tp07
89.0,essen, 0.00451302,tp07
90.0,essen, 0.00359112,tp07
91.0,essen, 0.00522695,tp07
92.0,essen, 0.00580822,tp07
93.0,essen, 0.00737996,tp07
94.0,essen, 0.00601971,tp07
95.0,essen, 0.00658723,tp07
96.0,essen, 0.00799388,tp07
97.0,essen, 0.00634974,tp07
98.0,essen, 0.00678896,tp07
99.0,essen, 0.00891736,tp07
100.0,essen, 0.00680285,tp07
101.0,essen, 0.00214383,tp07
102.0,essen,-0.00175019,tp07
103.0,essen,-0.0058897,tp07
104.0,essen,-0.00681729,tp07
105.0,essen,-0.00554945,tp07
106.0,essen,-0.00690479,tp07
107.0,essen,-0.00454378,tp07
108.0,essen,  2.46535055e-05,tp07
109.0,essen, 0.00013351,tp07
110.0,essen, 0.00399702,tp07
111.0,essen, 0.00616749,tp07
112.0,essen, 0.00769954,tp07
113.0,essen, 0.00772389,tp07
114.0,essen, 0.00402108,tp07
115.0,essen, 0.00094782,tp07
116.0,essen,-0.00232269,tp07
117.0,essen, 0.00066508,tp07
118.0,essen,-0.00172261,tp07
119.0,essen,-0.0005005,tp07
120.0,essen,  6.75441697e-05,tp07
121.0,essen, 0.00114221,tp07
122.0,essen, 0.00150422,tp07
123.0,essen, 0.00173957,tp07
124.0,essen, 0.00315268,tp07
125.0,essen, 0.00572607,tp07
126.0,essen, 0.00486826,tp07
127.0,essen, 0.00529481,tp07
128.0,essen, 0.00753205,tp07
129.0,essen, 0.00461617,tp07
130.0,essen, 0.00555949,tp07
131.0,essen, 0.00391349,tp07
132.0,essen, 0.00404822,tp07
133.0,essen, 0.00339293,tp07
134.0,essen, 0.00141404,tp07
135.0,essen, 0.00113017,tp07
136.0,essen, 0.00148649,tp07
137.0,essen,-0.00352434,tp07
138.0,essen,-0.0037658,tp07
139.0,essen,-0.00360949,tp07
140.0,essen,-0.0066055,tp07
141.0,essen,-0.00776949,tp07
142.0,essen,-0.00824909,tp07
143.0,essen,-0.00890249,tp07
144.0,essen,-0.0072128,tp07
145.0,essen,-0.00839466,tp07
146.0,essen,-0.00786185,tp07
147.0,essen,-0.00409473,tp07
148.0,essen,-0.0085615,tp07
149.0,essen,-0.00154143,tp07
150.0,essen,-0.00304569,tp07
151.0,essen,-0.00189207,tp07
152.0,essen, 0.00151673,tp07
153.0,essen,  2.84626149e-05,tp07
154.0,essen, 0.00086429,tp07
155.0,essen, 0.00150599,tp07
156.0,essen, 0.00204721,tp07
157.0,essen, 0.0015806,tp07
158.0,essen, 0.00209003,tp07
159.0,essen, 0.00101654,tp07
160.0,essen, 0.00135218,tp07
161.0,essen, 0.00310647,tp07
162.0,essen, 0.00150247,tp07
163.0,essen, 0.00176973,tp07
164.0,essen, 0.00475918,tp07
165.0,essen, 0.00079749,tp07
166.0,essen, 0.0003473,tp07
167.0,essen, 0.00129714,tp07
168.0,essen,-0.00161427,tp07
169.0,essen,-0.00390713,tp07
170.0,essen,-0.00643849,tp07
171.0,essen,-0.00750819,tp07
172.0,essen,-0.01040918,tp07
173.0,essen,-0.01366019,tp07
174.0,essen,-0.01056109,tp07
175.0,essen,-0.01362548,tp07
176.0,essen,-0.01231151,tp07
177.0,essen,-0.00777423,tp07
178.0,essen,-0.00554446,tp07
179.0,essen,-0.00243809,tp07
180.0,essen, 0.00247071,tp07
181.0,essen, 0.00467162,tp07
182.0,essen, 0.00444657,tp07
183.0,essen, 0.00207359,tp07
184.0,essen,-0.00150672,tp07
185.0,essen,-0.00700324,tp07
186.0,essen,-0.00454215,tp07
187.0,essen,-0.00447956,tp07
188.0,essen,-0.00353893,tp07
189.0,essen,-0.00255115,tp07
190.0,essen,-0.0048492,tp07
191.0,essen,-0.00408369,tp07
192.0,essen,-0.0056918,tp07
193.0,essen,-0.0046705,tp07
194.0,essen,-0.00333049,tp07
195.0,essen,-0.00243392,tp07
196.0,essen,-0.00185318,tp07
197.0,essen,-0.00079611,tp07
198.0,essen,-0.00114794,tp07
199.0,essen,-0.00025248,tp07
200.0,essen, 0.00026633,tp07
201.0,essen,-0.00022217,tp07
202.0,essen, 0.00250754,tp07
203.0,essen, 0.00159204,tp07
204.0,essen,-0.00076421,tp07
205.0,essen,-0.00196491,tp07
206.0,essen,-0.00496529,tp07
207.0,essen,-0.00743633,tp07
208.0,essen,-0.00808298,tp07
209.0,essen,-0.01220288,tp07
210.0,essen,-0.01180788,tp07
211.0,essen,-0.01020572,tp07
212.0,essen,-0.00823219,tp07
213.0,essen,-0.00707439,tp07
214.0,essen,-0.00369121,tp07
215.0,essen,-0.00147818,tp07
216.0,essen,-0.0034173,tp07
217.0,essen,-0.00556987,tp07
218.0,essen,-0.01020446,tp07
219.0,essen,-0.00822664,tp07
220.0,essen,-0.00558027,tp07
221.0,essen,-0.00478976,tp07
222.0,essen,-0.00446472,tp07
223.0,essen,-0.00462866,tp07
224.0,essen,-0.00248747,tp07
225.0,essen,-0.00495163,tp07
226.0,essen,-0.00701552,tp07
227.0,essen,-0.00265661,tp07
228.0,essen,-0.00260243,tp07
229.0,essen,-0.00160969,tp07
230.0,essen,-0.00181278,tp07
231.0,essen,-0.00204299,tp07
232.0,essen,-0.00133051,tp07
233.0,essen,-0.00050721,tp07
234.0,essen,-0.00214963,tp07
235.0,essen,-0.0016775,tp07
236.0,essen,-0.001303,tp07
237.0,essen,-0.00347843,tp07
238.0,essen,-0.00407658,tp07
239.0,essen,-0.00215123,tp07
240.0,essen,-0.00455547,tp07
241.0,essen,-0.00692386,tp07
242.0,essen,-0.00846908,tp07
243.0,essen,-0.01132352,tp07
244.0,essen,-0.00998471,tp07
245.0,essen,-0.00769513,tp07
246.0,essen,-0.00525662,tp07
247.0,essen,-0.00145995,tp07
248.0,essen, 0.00143288,tp07
249.0,essen, 0.00288957,tp07
250.0,essen, 0.00468803,tp07
251.0,essen, 0.00527814,tp07
252.0,essen, 0.00701011,tp07
253.0,essen, 0.00268766,tp07
254.0,essen,-0.00060217,tp07
255.0,essen,-0.00314684,tp07
256.0,essen,-0.00295773,tp07
257.0,essen,-0.00392219,tp07
258.0,essen,-0.00250924,tp07
259.0,essen,-0.00369164,tp07
260.0,essen,-0.00364456,tp07
261.0,essen,-0.00196199,tp07
262.0,essen,-0.00272733,tp07
263.0,essen,-0.00248147,tp07
264.0,essen,-0.00148165,tp07
265.0,essen,-0.00361648,tp07
266.0,essen,-0.00202386,tp07
267.0,essen,-0.00039385,tp07
268.0,essen,-0.00130203,tp07
269.0,essen,-0.00125766,tp07
270.0,essen,-0.00100175,tp07
271.0,essen,-0.00011335,tp07
272.0,essen,-0.00169169,tp07
273.0,essen, 0.00026728,tp07
274.0,essen,-0.00122563,tp07
275.0,essen,-0.00012159,tp07
276.0,essen,-0.00051811,tp07
277.0,essen,-0.00248394,tp07
278.0,essen,-0.00357241,tp07
279.0,essen,-0.0037963,tp07
280.0,essen,-0.00462233,tp07
281.0,essen,-0.00558718,tp07
282.0,essen,-0.00584051,tp07
283.0,essen,-0.0047869,tp07
284.0,essen,-0.00726219,tp07
285.0,essen,-0.00797362,tp07
286.0,essen,-0.00631092,tp07
287.0,essen,-0.0081556,tp07
288.0,essen,-0.00679157,tp07
289.0,essen,-0.00547715,tp07
290.0,essen,-0.0084224,tp07
291.0,essen,-0.0065978,tp07
292.0,essen,-0.00292119,tp07
293.0,essen,-0.00347867,tp07
294.0,essen,-0.00308851,tp07
295.0,essen,-0.00327931,tp07
296.0,essen,-0.00289138,tp07
297.0,essen,-0.0022968,tp07
298.0,essen,-0.00210452,tp07
299.0,essen,-0.00288418,tp07
300.0,essen,-0.00165277,tp07
301.0,essen,-0.00325648,tp07
302.0,essen, -8.03545117e-05,tp07
303.0,essen,-0.00010132,tp07
304.0,essen,-0.00097016,tp07
305.0,essen,-0.00025091,tp07
306.0,essen,-0.0007842,tp07
307.0,essen,-0.00064313,tp07
308.0,essen, 0.00067734,tp07
309.0,essen,-0.00035419,tp07
310.0,essen,-0.00049204,tp07
311.0,essen, 0.00221968,tp07
312.0,essen,-0.0011369,tp07
313.0,essen,-0.00189944,tp07
314.0,essen,-0.00183267,tp07
315.0,essen,-0.00234224,tp07
316.0,essen,-0.00278348,tp07
317.0,essen,-0.0037329,tp07
318.0,essen,-0.00569789,tp07
319.0,essen,-0.00502823,tp07
320.0,essen,-0.00485254,tp07
321.0,essen,-0.00567856,tp07
322.0,essen,-0.0045834,tp07
323.0,essen,-0.00250418,tp07
324.0,essen,-0.00281807,tp07
325.0,essen,-0.00037044,tp07
326.0,essen,-0.00065477,tp07
327.0,essen,-0.00181333,tp07
328.0,essen,-0.00125828,tp07
329.0,essen,-0.00337699,tp07
330.0,essen,-0.00055681,tp07
331.0,essen,-0.00168576,tp07
332.0,essen,-0.00155593,tp07
333.0,essen,-0.00021615,tp07
334.0,essen,-0.00131944,tp07
335.0,essen,-0.00110378,tp07
336.0,essen, 0.0011687,tp07
337.0,essen,-0.0003789,tp07
338.0,essen, 0.0004591,tp07
339.0,essen, 0.0013756,tp07
340.0,essen, 0.00024889,tp07
341.0,essen, 0.00019896,tp07
342.0,essen, 0.00018002,tp07
343.0,essen,-0.00156532,tp07
344.0,essen,-0.00373921,tp07
345.0,essen,-0.00427524,tp07
346.0,essen,-0.00713544,tp07
347.0,essen,-0.00713561,tp07
348.0,essen,-0.00662004,tp07
349.0,essen,-0.00753506,tp07
350.0,essen,-0.00798143,tp07
351.0,essen,-0.00620902,tp07
352.0,essen,-0.00706714,tp07
353.0,essen,-0.00518556,tp07
354.0,essen,-0.00420955,tp07
355.0,essen,-0.0034292,tp07
356.0,essen,-0.00196322,tp07
357.0,essen,-0.0020029,tp07
358.0,essen,-0.00152682,tp07
359.0,essen,-0.00387476,tp07
360.0,essen,-0.00464284,tp07
361.0,essen,-0.00506591,tp07
362.0,essen,-0.00542163,tp07
363.0,essen,-0.00807375,tp07
364.0,essen,-0.00795967,tp07
365.0,essen,-0.00799787,tp07
366.0,essen,-0.00773172,tp07
367.0,essen,-0.00416676,tp07
368.0,essen,-0.0045009,tp07
369.0,essen,-0.00570812,tp07
370.0,essen,-0.00220165,tp07
371.0,essen,-0.00247245,tp07
372.0,essen,-0.00373865,tp07
373.0,essen,-0.00247156,tp07
374.0,essen,-0.00346447,tp07
375.0,essen,-0.00298837,tp07
376.0,essen,-0.00324596,tp07
377.0,essen,-0.00137894,tp07
378.0,essen,-0.00287139,tp07
379.0,essen,-0.00397807,tp07
380.0,essen,-0.00655237,tp07
381.0,essen,-0.00690706,tp07
382.0,essen,-0.00819485,tp07
383.0,essen,-0.00788761,tp07
384.0,essen,-0.00628145,tp07
385.0,essen,-0.00494056,tp07
386.0,essen,-0.00598166,tp07
387.0,essen,-0.0065827,tp07
388.0,essen,-0.00611396,tp07
389.0,essen,-0.00310688,tp07
390.0,essen,-0.00408169,tp07
391.0,essen,-0.00240628,tp07
392.0,essen, 0.00081996,tp07
393.0,essen, 0.00178733,tp07
394.0,essen, 0.00331585,tp07
395.0,essen, 0.00360983,tp07
396.0,essen,-0.00076594,tp07
397.0,essen,-0.00038196,tp07
398.0,essen, 0.00269243,tp07
399.0,essen,-0.00109445,tp07
400.0,essen,-0.00125104,tp07
401.0,essen,-0.0009811,tp07
402.0,essen,-0.00210847,tp07
403.0,essen,-0.00152266,tp07
404.0,essen,-0.00018799,tp07
405.0,essen, 0.00091504,tp07
406.0,essen, 0.00142619,tp07
407.0,essen, 0.00202054,tp07
408.0,essen, 0.00351472,tp07
409.0,essen, 0.00241168,tp07
410.0,essen, 0.00341478,tp07
411.0,essen, 0.0058265,tp07
412.0,essen, 0.00399148,tp07
413.0,essen, 0.00284944,tp07
414.0,essen, 0.00172388,tp07
415.0,essen, 0.00119024,tp07
416.0,essen, 0.00069461,tp07
417.0,essen, 0.00190256,tp07
418.0,essen,-0.00011845,tp07
419.0,essen,-0.00198856,tp07
420.0,essen,-0.00183166,tp07
421.0,essen,-0.00300974,tp07
422.0,essen,-0.00329168,tp07
423.0,essen, 0.00082327,tp07
424.0,essen,-0.00030236,tp07
425.0,essen, 0.00243572,tp07
426.0,essen, 0.00522415,tp07
427.0,essen, 0.00812249,tp07
428.0,essen, 0.00722106,tp07
429.0,essen, 0.00345433,tp07
430.0,essen,-0.00216582,tp07
431.0,essen,-0.0005238,tp07
432.0,essen,-0.00169277,tp07
433.0,essen,-0.00454074,tp07
434.0,essen,-0.00489266,tp07
435.0,essen,-0.00578414,tp07
436.0,essen,-0.00584399,tp07
437.0,essen,-0.0051753,tp07
438.0,essen,-0.00500056,tp07
439.0,essen,-0.0025862,tp07
440.0,essen,-0.00296367,tp07
441.0,essen,-0.00182065,tp07
442.0,essen, 0.00163828,tp07
443.0,essen,-0.00086084,tp07
444.0,essen,-0.00132383,tp07
445.0,essen, 0.00203698,tp07
446.0,essen,-0.00068004,tp07
447.0,essen,-0.00072159,tp07
448.0,essen, 0.00038865,tp07
449.0,essen,-0.00321279,tp07
450.0,essen,-0.00385286,tp07
451.0,essen,-0.0025141,tp07
452.0,essen,-0.00273965,tp07
453.0,essen,-0.00314335,tp07
454.0,essen,-0.00451012,tp07
455.0,essen,-0.00449316,tp07
456.0,essen,-0.00471829,tp07
457.0,essen,-0.00257679,tp07
458.0,essen, 0.00289596,tp07
459.0,essen, 0.00568279,tp07
460.0,essen, 0.00785246,tp07
461.0,essen, 0.01098904,tp07
462.0,essen, 0.00756543,tp07
463.0,essen, 0.00373695,tp07
464.0,essen, 0.00190306,tp07
465.0,essen,-0.00178219,tp07
466.0,essen,-0.00105097,tp07
467.0,essen, 0.00048751,tp07
468.0,essen,-0.00175293,tp07
469.0,essen,-0.00405113,tp07
470.0,essen,-0.00380082,tp07
471.0,essen,-0.00515927,tp07
472.0,essen,-0.00337708,tp07
473.0,essen, 0.00137823,tp07
474.0,essen, 0.00067142,tp07
475.0,essen, 0.00067166,tp07
476.0,essen, 0.00324668,tp07
477.0,essen, 0.0017243,tp07
478.0,essen, 0.0018599,tp07
479.0,essen, 0.00420466,tp07
480.0,essen, 0.00312173,tp07
481.0,essen, 0.00214527,tp07
482.0,essen, 0.00218257,tp07
483.0,essen, 0.00349137,tp07
484.0,essen, 0.00287213,tp07
485.0,essen, 0.00220109,tp07
486.0,essen, 0.00075208,tp07
487.0,essen,-0.00173594,tp07
488.0,essen, 0.00087163,tp07
489.0,essen,-0.00295092,tp07
490.0,essen,-0.00117344,tp07
491.0,essen,-0.00160302,tp07
492.0,essen,-0.00193523,tp07
493.0,essen,-0.00180796,tp07
494.0,essen,-0.00216705,tp07
495.0,essen,-0.00200565,tp07
496.0,essen, 0.00239454,tp07
497.0,essen, 0.00264029,tp07
498.0,essen, 0.00497232,tp07
499.0,essen, 0.0085418,tp07
500.0,essen, 0.01017975,tp07
501.0,essen, 0.0121863,tp07
502.0,essen, 0.00889115,tp07
503.0,essen, 0.00343213,tp07
504.0,essen, -6.88713044e-05,tp07
505.0,essen,  5.61126508e-05,tp07
506.0,essen,-0.00133537,tp07
507.0,essen,-0.00143396,tp07
508.0,essen,-0.0037423,tp07
509.0,essen,-0.00428962,tp07
510.0,essen,-0.00458609,tp07
511.0,essen,-0.00454448,tp07
512.0,essen,-0.00283691,tp07
513.0,essen,-0.00203261,tp07
514.0,essen,-0.00193665,tp07
515.0,essen,-0.00081194,tp07
516.0,essen, -3.68985347e-05,tp07
517.0,essen, 0.00021178,tp07
518.0,essen, 0.0015776,tp07
519.0,essen, 0.00371077,tp07
520.0,essen, 0.00241942,tp07
521.0,essen, 0.00060154,tp07
522.0,essen,-0.00031121,tp07
523.0,essen, 0.00081909,tp07
524.0,essen,-0.00167211,tp07
525.0,essen,-0.00197574,tp07
526.0,essen,-0.00160827,tp07
527.0,essen,-0.00588075,tp07
528.0,essen,-0.00712113,tp07
529.0,essen,-0.00900892,tp07
530.0,essen,-0.01032272,tp07
531.0,essen,-0.01022262,tp07
532.0,essen,-0.01124371,tp07
533.0,essen,-0.01303616,tp07
534.0,essen,-0.01192305,tp07
535.0,essen,-0.00955274,tp07
536.0,essen,-0.01021518,tp07
537.0,essen,-0.01232081,tp07
538.0,essen,-0.01115285,tp07
539.0,essen,-0.01224248,tp07
540.0,essen,-0.01128517,tp07
541.0,essen,-0.01055276,tp07
542.0,essen,-0.00734599,tp07
543.0,essen,-0.00975936,tp07
544.0,essen,-0.00819818,tp07
545.0,essen,-0.00444772,tp07
546.0,essen,-0.00711332,tp07
547.0,essen,-0.00710351,tp07
548.0,essen,-0.00397296,tp07
549.0,essen,-0.00294788,tp07
550.0,essen,-0.00560294,tp07
551.0,essen,-0.00585554,tp07
552.0,essen,-0.00234754,tp07
553.0,essen,-0.00576723,tp07
554.0,essen,-0.00362279,tp07
555.0,essen,-0.00496283,tp07
556.0,essen,-0.0063735,tp07
557.0,essen,-0.00606636,tp07
558.0,essen,-0.00612659,tp07
559.0,essen,-0.0068214,tp07
560.0,essen,-0.00705087,tp07
561.0,essen,-0.00391374,tp07
562.0,essen,-0.00639611,tp07
563.0,essen,-0.00569088,tp07
564.0,essen,-0.00335961,tp07
565.0,essen,-0.00394002,tp07
566.0,essen,-0.0032089,tp07
567.0,essen,-0.00388163,tp07
568.0,essen,-0.00460463,tp07
569.0,essen,-0.004953,tp07
570.0,essen,-0.00623476,tp07
571.0,essen,-0.00722437,tp07
572.0,essen,-0.0079866,tp07
573.0,essen,-0.0097061,tp07
574.0,essen,-0.00588606,tp07
575.0,essen,-0.00639276,tp07
576.0,essen,-0.00386208,tp07
577.0,essen,-0.00215579,tp07
578.0,essen,-0.00447295,tp07
579.0,essen,-0.00339309,tp07
580.0,essen,-0.0029043,tp07
581.0,essen,-0.0039673,tp07
582.0,essen,-0.00301493,tp07
583.0,essen,-0.0041967,tp07
584.0,essen,-0.00333106,tp07
585.0,essen,-0.00123578,tp07
586.0,essen,-0.00353329,tp07
587.0,essen,-0.00403967,tp07
588.0,essen,-0.00347794,tp07
589.0,essen,-0.00531718,tp07
590.0,essen,-0.00485687,tp07
591.0,essen,-0.00552362,tp07
592.0,essen,-0.00578617,tp07
593.0,essen,-0.00504458,tp07
594.0,essen,-0.00558562,tp07
595.0,essen,-0.00708745,tp07
596.0,essen,-0.00541603,tp07
597.0,essen,-0.00628285,tp07
598.0,essen,-0.00671216,tp07
599.0,essen,-0.00677091,tp07
600.0,essen,-0.00676748,tp07
601.0,essen,-0.00767213,tp07
602.0,essen,-0.00489727,tp07
603.0,essen,-0.00734267,tp07
